endTime,artistName,trackName,msPlayed,spotify_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
2023-10-29 08:22:00,Taylor Swift,All You Had To Do Was Stay (Taylor's Version),116060,6GXgd1BPD9bUpqw5AntGV5,0.586,0.72,0.0,-5.556,1.0,0.035,0.000718,0.0,0.0949,0.481,97.057,193289.0,4.0
2023-10-29 08:26:00,Taylor Swift,Shake It Off (Taylor's Version),219209,3pv7Q5v2dpdefwdWIvE7yH,0.632,0.807,7.0,-5.676,1.0,0.0738,0.0103,1.27e-05,0.29,0.921,160.055,219209.0,4.0
2023-10-29 19:15:00,Jatin-Lalit,Koi Mil Gaya,272873,5L9fLNHSj5SuGvJRljdWJb,0.7,0.687,2.0,-9.292,1.0,0.0504,0.503,1.2e-05,0.057,0.815,136.028,437693.0,4.0
2023-10-29 21:01:00,Taylor Swift,Style (Taylor's Version),221967,1hjRhYpWyqDpPahmSlUTlc,0.575,0.824,2.0,-4.823,1.0,0.038,0.000418,0.0214,0.0901,0.292,94.971,231000.0,4.0
2023-10-29 21:03:00,Taylor Swift,Shake It Off (Taylor's Version),125350,3pv7Q5v2dpdefwdWIvE7yH,0.632,0.807,7.0,-5.676,1.0,0.0738,0.0103,1.27e-05,0.29,0.921,160.055,219209.0,4.0
2023-10-29 21:07:00,Taylor Swift,Blank Space (Taylor's Version),231833,45wMBGri1PORPjM9PwFfrS,0.737,0.725,0.0,-5.417,1.0,0.0641,0.0976,0.0,0.174,0.755,96.012,231833.0,4.0
2023-10-29 21:10:00,Taylor Swift,Style (Taylor's Version),231000,1hjRhYpWyqDpPahmSlUTlc,0.575,0.824,2.0,-4.823,1.0,0.038,0.000418,0.0214,0.0901,0.292,94.971,231000.0,4.0
2023-10-29 21:14:00,Taylor Swift,Wildest Dreams (Taylor's Version),78520,1K39ty6o1sHwwlZwO6a7wK,0.581,0.672,8.0,-7.415,1.0,0.0739,0.0411,9.35e-05,0.118,0.514,140.061,220433.0,4.0
2023-10-29 21:21:00,Jatin-Lalit,Koi Mil Gaya,360850,5L9fLNHSj5SuGvJRljdWJb,0.7,0.687,2.0,-9.292,1.0,0.0504,0.503,1.2e-05,0.057,0.815,136.028,437693.0,4.0
2023-10-29 21:24:00,Jatin-Lalit,Kuch Kuch Hota Hai,191711,4RixtPhUXlci9ad4qIMj23,0.547,0.554,7.0,-11.165,1.0,0.0374,0.602,0.000155,0.0735,0.848,91.386,297867.0,4.0
2023-10-29 21:25:00,Shankar-Ehsaan-Loy,Pretty Woman,60623,3rsx3pDYM3a08O0Yu3Tq6V,0.677,0.942,11.0,-6.105,0.0,0.16,0.124,0.0132,0.0819,0.598,173.991,353880.0,4.0
2023-10-29 21:28:00,Clinton Kane,I GUESS I'M IN LOVE,33537,1is8gU4RVcN4J8xItxWoOY,0.422,0.34,0.0,-6.577,1.0,0.0351,0.877,1.77e-05,0.149,0.223,77.213,204094.0,4.0
2023-10-29 21:28:00,FINNEAS,Let's Fall in Love for the Night,138520,,,,,,,,,,,,,,
2023-10-29 21:30:00,Lizzy McAlpine,Pancakes for Dinner,84426,1WThEmIxSyaqG6fVsyCmcL,0.753,0.266,11.0,-11.453,1.0,0.0478,0.759,0.0,0.11,0.321,142.026,235035.0,4.0
2023-10-29 21:31:00,Valley,Like 1999,40380,25gacl0dFF9HTclx7Ug7xC,0.733,0.382,7.0,-7.955,1.0,0.0459,0.132,0.0,0.162,0.517,98.027,144743.0,4.0
2023-10-29 21:33:00,Taylor Swift,Treacherous (Taylor's Version),99466,3S7HNKPakdwNEBFIVTL6dZ,0.645,0.593,2.0,-6.506,1.0,0.0288,0.0344,0.000127,0.13,0.299,109.984,242720.0,4.0
2023-10-29 21:34:00,Bruno Mars,Talking to the Moon,49543,161DnLWsx1i3u1JT05lzqU,0.498,0.59,1.0,-4.721,0.0,0.032,0.511,0.0,0.107,0.0784,145.867,217867.0,4.0
2023-10-29 21:36:00,Hozier,Take Me To Church,142230,1CS7Sd1u5tWkstBhpssyjP,0.566,0.664,4.0,-5.303,0.0,0.0464,0.634,0.0,0.116,0.437,128.945,241693.0,4.0
2023-10-29 21:39:00,KK,"Kya Mujhe Pyar Hai (From ""Woh Lamhe"")",164982,7fW9J3EpVWVN1ouv0slAs0,0.644,0.818,6.0,-5.924,0.0,0.0549,0.431,2.62e-05,0.0806,0.789,118.477,266653.0,4.0
2023-10-29 21:43:00,Salim–Sulaiman,Tujh Mein Rab Dikhta Hai,257604,2LcXJP95e4HKydTZ2mYfrx,0.56,0.604,8.0,-8.732,1.0,0.0866,0.315,1.12e-06,0.176,0.75,84.784,281574.0,4.0
2023-10-29 21:46:00,Sonu Nigam,Main Hoon Na,123420,0v7rJIwQ2xeB1W19eU5IQS,0.48,0.681,5.0,-8.002,1.0,0.163,0.284,0.0,0.125,0.74,88.003,361067.0,4.0
2023-10-29 21:50:00,Sonu Nigam,Tumse Milke Dil Ka,236078,1ax8ZuwRVkSdzzsIqyCNWQ,0.853,0.745,9.0,-8.636,0.0,0.109,0.0642,1.87e-06,0.0274,0.882,107.985,359253.0,4.0
2023-10-29 21:56:00,Shankar-Ehsaan-Loy,Maahi Ve,366853,7Czm0vv2sYL5z4P51KY66e,0.815,0.833,7.0,-6.117,0.0,0.0769,0.0297,2e-05,0.33,0.563,99.989,366853.0,4.0
2023-10-29 21:57:00,Jatin-Lalit,Banke Tera Jogi,70318,4a3AzCVuHiiXN6PmxpNegB,0.765,0.831,1.0,-6.792,1.0,0.109,0.103,0.0,0.0649,0.837,99.146,283760.0,4.0
2023-10-29 22:11:00,KK,Ajab Si,220260,5FXMRdJjKq1BIX4e8Eg9mK,0.697,0.438,8.0,-8.411,1.0,0.0289,0.397,0.0,0.293,0.58,117.954,241668.0,4.0
2023-10-30 20:53:00,Tanmaya Bhatnagar,Kya Tum Naraaz Ho? (Raw),205518,2rjCLFdX8n9xLoMZgdMMxt,0.593,0.112,1.0,-16.506,1.0,0.0322,0.924,1.39e-06,0.116,0.296,97.118,212530.0,4.0
2023-10-30 21:00:00,Jatin-Lalit,Koi Mil Gaya,374318,5L9fLNHSj5SuGvJRljdWJb,0.7,0.687,2.0,-9.292,1.0,0.0504,0.503,1.2e-05,0.057,0.815,136.028,437693.0,4.0
2023-10-30 21:02:00,Lata Mangeshkar,Ho Gaya Hai Tujhko,118872,7jV2zwwRKvHoLA8WFr3SCN,0.489,0.575,7.0,-11.64,0.0,0.047,0.533,7.64e-06,0.238,0.579,100.212,349827.0,4.0
2023-10-30 21:04:00,Vinod Rathod,Samjho Ho Hi Gaya,106385,4vWshg7FkqB7pp3hu2Tmhk,0.789,0.601,2.0,-10.767,1.0,0.462,0.504,0.0,0.117,0.701,129.872,212987.0,4.0
2023-10-30 21:08:00,Sonu Nigam,Tumse Milke Dil Ka,220080,1ax8ZuwRVkSdzzsIqyCNWQ,0.853,0.745,9.0,-8.636,0.0,0.109,0.0642,1.87e-06,0.0274,0.882,107.985,359253.0,4.0
2023-10-30 21:12:00,Lata Mangeshkar,Mere Khwabon Mein,256440,5wyzawAfi1y7Zgsx3jr7MD,0.621,0.512,7.0,-11.074,0.0,0.0547,0.633,0.0,0.0803,0.925,114.803,256440.0,4.0
2023-10-30 21:13:00,Uttam Singh,Koi Ladki Hai,38013,1U07iG4qnbKP8ui3VidZN4,0.805,0.594,2.0,-10.846,1.0,0.0927,0.619,1.55e-05,0.215,0.694,110.425,330684.0,4.0
2023-10-30 21:17:00,Kamaal Khan,O O Jaane Jaana,178886,7fl15uWBpbKrzrmEm48ZyP,0.781,0.766,7.0,-8.728,1.0,0.0564,0.122,0.000104,0.121,0.798,106.193,345240.0,4.0
2023-10-30 21:21:00,A.R. Rahman,Raanjhanaa,254653,5OMUXgfXsSukZ0zxelpC3b,0.673,0.714,9.0,-8.042,1.0,0.039,0.111,0.0,0.0858,0.78,112.941,254653.0,4.0
2023-10-30 21:24:00,Pritam,Kyon,167148,1sYC1fG7s4p0pTykrJqmgW,0.726,0.664,2.0,-6.674,1.0,0.0331,0.636,0.0,0.0964,0.831,121.922,266053.0,4.0
2023-10-30 21:25:00,DIVINE,Mere Gully Mein (feat. Naezy),50167,4NEdR5Yo8D2KwL7Y9KW7EH,0.744,0.813,9.0,-7.401,1.0,0.154,0.000514,0.0,0.0685,0.149,108.056,182934.0,4.0
2023-10-30 21:27:00,DIVINE,Mirchi,88877,7zKzD5wM18bQSiJTAxTpwH,0.871,0.608,6.0,-5.486,1.0,0.4,0.142,0.0,0.0876,0.818,129.784,192923.0,4.0
2023-10-30 21:30:00,DIVINE,Chal Bombay,139271,6AooRgSRDzbCYL4NZ4RCjU,0.862,0.619,6.0,-6.645,0.0,0.318,0.0434,0.0,0.117,0.512,95.036,174000.0,4.0
2023-10-30 21:41:00,Badshah,Mercy,54080,04VUjNx30IrigVZU3CQmrQ,0.835,0.767,4.0,-5.181,0.0,0.0877,0.0716,0.000187,0.173,0.786,89.972,162405.0,4.0
2023-11-01 03:03:00,Taylor Swift,Say Don't Go (Taylor's Version) (From The Vault),108942,4NioO5R9sHEZh4cGzMHyNt,0.626,0.547,4.0,-8.285,1.0,0.0342,0.0656,1.67e-05,0.149,0.192,109.946,279833.0,4.0
2023-11-01 03:04:00,Taylor Swift,Is It Over Now? (Taylor's Version) (From The Vault),50053,1Iq8oo9XkmmvCQiGOfORiz,0.596,0.658,0.0,-7.346,1.0,0.036,0.0504,0.0,0.127,0.176,100.012,229478.0,4.0
2023-11-01 03:07:00,Taylor Swift,Style (Taylor's Version),231000,1hjRhYpWyqDpPahmSlUTlc,0.575,0.824,2.0,-4.823,1.0,0.038,0.000418,0.0214,0.0901,0.292,94.971,231000.0,4.0
2023-11-01 03:11:00,Taylor Swift,Shake It Off (Taylor's Version),219209,3pv7Q5v2dpdefwdWIvE7yH,0.632,0.807,7.0,-5.676,1.0,0.0738,0.0103,1.27e-05,0.29,0.921,160.055,219209.0,4.0
2023-11-01 03:15:00,Taylor Swift,Bad Blood (Taylor's Version),211103,64FzgoLZ3oXu2SriZblHic,0.619,0.686,7.0,-6.369,1.0,0.164,0.0385,0.0,0.307,0.364,169.943,211104.0,4.0
2023-11-01 03:19:00,Taylor Swift,Out Of The Woods (Taylor's Version),235800,045ZeOHPIzhxxsm8bq5kyE,0.547,0.885,0.0,-5.961,1.0,0.0418,0.000512,9.37e-05,0.39,0.192,91.992,235800.0,4.0
2023-11-01 03:22:00,Taylor Swift,All You Had To Do Was Stay (Taylor's Version),193289,6GXgd1BPD9bUpqw5AntGV5,0.586,0.72,0.0,-5.556,1.0,0.035,0.000718,0.0,0.0949,0.481,97.057,193289.0,4.0
2023-11-01 03:25:00,Taylor Swift,Shake It Off (Taylor's Version),219209,3pv7Q5v2dpdefwdWIvE7yH,0.632,0.807,7.0,-5.676,1.0,0.0738,0.0103,1.27e-05,0.29,0.921,160.055,219209.0,4.0
2023-11-01 03:38:00,Taylor Swift,I Wish You Would (Taylor's Version),126449,43y1WpBdnEy5TR9aZoSQL9,0.669,0.851,0.0,-6.526,1.0,0.0432,0.00357,1.04e-05,0.0676,0.541,118.026,207650.0,4.0
2023-11-02 14:04:00,Taylor Swift,Miss Americana & The Heartbreak Prince,234146,214nt20w5wOxJnY462klLw,0.662,0.747,11.0,-6.926,0.0,0.0736,0.028,0.00615,0.138,0.487,150.088,234147.0,4.0
2023-11-02 14:08:00,Taylor Swift,Cruel Summer - Live from TS | The Eras Tour,229566,6ClYMObS7f3Nn4AiZHYQt3,0.405,0.906,9.0,-4.553,1.0,0.0813,0.134,0.0,0.885,0.337,169.967,229567.0,4.0
2023-11-02 14:12:00,Taylor Swift,The Man,190360,3RauEVgRgj1IuWdJ9fDs70,0.777,0.658,0.0,-5.191,1.0,0.054,0.0767,0.0,0.0901,0.633,110.048,190360.0,4.0
2023-11-02 14:15:00,Taylor Swift,You Need To Calm Down,171360,6RRNNciQGZEXnqk8SQ9yv5,0.771,0.671,2.0,-5.617,1.0,0.0553,0.00929,0.0,0.0637,0.714,85.026,171360.0,4.0
2023-11-02 14:18:00,Taylor Swift,Lover,221306,1dGr1c8CrMLDpV6mPbImSI,0.359,0.543,7.0,-7.582,1.0,0.0919,0.492,1.58e-05,0.118,0.453,68.534,221307.0,4.0
2023-11-02 14:22:00,Taylor Swift,Fearless (Taylor’s Version),241591,77sMIMlNaSURUAXq5coCxE,0.569,0.741,5.0,-4.963,1.0,0.0282,0.0122,0.0,0.333,0.43,100.118,241592.0,4.0
2023-11-02 14:26:00,Taylor Swift,You Belong With Me (Taylor’s Version),231124,1qrpoAMXodY6895hGKoUpA,0.632,0.773,6.0,-4.856,1.0,0.0346,0.0623,0.0,0.0885,0.474,130.033,231124.0,4.0
2023-11-02 14:30:00,Taylor Swift,Love Story (Taylor’s Version),235766,3CeCwYWvdfXbZLXFhBrbnf,0.626,0.79,2.0,-4.302,1.0,0.0311,0.135,3.97e-06,0.0989,0.416,119.082,235767.0,4.0
2023-11-02 14:34:00,Taylor Swift,willow,214706,0lx2cLdOt3piJbcaXIV74f,0.392,0.574,7.0,-9.195,1.0,0.17,0.833,0.00179,0.145,0.529,81.112,214707.0,4.0
2023-11-02 14:38:00,Taylor Swift,marjorie,257773,12ntTeqEeTg7GAVpe8Mhpl,0.535,0.561,5.0,-11.609,1.0,0.0484,0.876,0.000136,0.115,0.287,96.103,257773.0,4.0
2023-11-02 14:42:00,Taylor Swift,champagne problems,244000,0sY6ZUTh4yoctD8VIXz339,0.462,0.24,0.0,-12.077,1.0,0.0377,0.92,0.0,0.113,0.32,171.319,244000.0,4.0
2023-11-02 14:46:00,Taylor Swift,tolerate it,245440,0PurA4JVJ8YQgSVopY8fn6,0.316,0.361,9.0,-10.381,1.0,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,245440.0,5.0
2023-11-02 14:50:00,Taylor Swift,...Ready For It?,208186,2yLa0QULdQr0qAIvVwN6B5,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,208187.0,4.0
2023-11-02 14:54:00,Taylor Swift,Delicate,232253,6NFyWDv5CjfwuzoCkw47Xf,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,232253.0,4.0
2023-11-02 14:58:00,Taylor Swift,Don’t Blame Me,236413,1R0a2iXumgCiFb7HEZ7gUE,0.615,0.534,9.0,-6.719,0.0,0.0386,0.106,1.76e-05,0.0607,0.193,135.917,236413.0,4.0
2023-11-02 15:01:00,Taylor Swift,Look What You Made Me Do,211853,1P17dC1amhFzptugyAO7Il,0.766,0.709,9.0,-6.471,0.0,0.123,0.204,1.41e-05,0.126,0.506,128.07,211853.0,4.0
2023-11-02 15:07:00,Taylor Swift,Enchanted (Taylor's Version),353253,3sW3oSbzsfecv9XoUdGs7h,0.505,0.532,8.0,-3.526,1.0,0.0265,0.012,0.0,0.149,0.216,81.907,353253.0,4.0
2023-11-02 15:11:00,Taylor Swift,22 (Taylor's Version),230960,3yII7UwgLF6K5zW3xad3MP,0.642,0.695,7.0,-5.62,1.0,0.0281,0.000443,1.02e-05,0.0753,0.642,103.984,230960.0,4.0
2023-11-02 15:14:00,Taylor Swift,We Are Never Ever Getting Back Together (Taylor's Version),193146,5YqltLsjdqFtvqE7Nrysvs,0.567,0.686,7.0,-6.139,1.0,0.175,0.0317,1.86e-06,0.0732,0.716,172.014,193147.0,4.0
2023-11-02 15:18:00,Taylor Swift,I Knew You Were Trouble (Taylor's Version),219760,6AtZLIzUINvExIUy4QhdjP,0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,219760.0,4.0
2023-11-02 15:28:00,Taylor Swift,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),613026,5enxwA8aAbwZbf5qCHORXi,0.631,0.518,0.0,-8.771,1.0,0.0303,0.274,0.0,0.088,0.205,93.023,613027.0,4.0
2023-11-02 15:32:00,Taylor Swift,the 1,210251,0Jlcvv8IykzHaSmj49uNW8,0.777,0.357,0.0,-6.942,1.0,0.0522,0.757,7.28e-06,0.108,0.172,139.883,210252.0,4.0
2023-11-02 15:36:00,Taylor Swift,betty,294521,5kI4eCXXzyuIUXjQra0Cxi,0.593,0.377,0.0,-8.761,1.0,0.0253,0.6,0.0,0.0976,0.502,95.939,294521.0,4.0
2023-11-02 15:40:00,Taylor Swift,the last great american dynasty,230999,2Eeur20xVqfUoM3Q7EFPFt,0.686,0.662,7.0,-8.505,1.0,0.0413,0.467,0.0023,0.109,0.706,147.922,230999.0,4.0
2023-11-02 16:07:00,Taylor Swift,august,85152,3hUxzQpSfdDqwM3ZTFQY0K,0.532,0.623,5.0,-9.208,1.0,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,261923.0,4.0
2023-11-03 09:49:00,Shankar-Ehsaan-Loy,Kabhi Alvida Naa Kehna,483920,4uXShFWajd1PTQzlW3P4jj,0.365,0.407,5.0,-10.352,1.0,0.0424,0.752,0.00129,0.212,0.464,149.161,483920.0,4.0
2023-11-03 09:54:00,Shankar-Ehsaan-Loy,Kal Ho Naa Ho,321240,251PNRmJU9KcUnFQAB5t6I,0.532,0.529,0.0,-8.402,1.0,0.0352,0.334,0.000144,0.078,0.295,81.989,321240.0,4.0
2023-11-03 09:59:00,Shankar-Ehsaan-Loy,Hamesha & Forever,291480,5ITZwsTzxRJrSsskXfvv7R,0.223,0.574,1.0,-7.259,1.0,0.0383,0.712,0.000105,0.106,0.271,76.414,291480.0,4.0
2023-11-03 10:12:00,Shankar-Ehsaan-Loy,Maahi Ve,366853,7Czm0vv2sYL5z4P51KY66e,0.815,0.833,7.0,-6.117,0.0,0.0769,0.0297,2e-05,0.33,0.563,99.989,366853.0,4.0
2023-11-03 10:17:00,Jatin-Lalit,Banke Tera Jogi,283760,4a3AzCVuHiiXN6PmxpNegB,0.765,0.831,1.0,-6.792,1.0,0.109,0.103,0.0,0.0649,0.837,99.146,283760.0,4.0
2023-11-03 10:19:00,Sonu Nigam,"Dil Ne Yeh Kaha Hain Dil Se (From ""Dhadkan"")",120690,2dZF8vVZmdQeLZCqWJns0J,0.618,0.569,6.0,-11.285,0.0,0.0828,0.447,6.23e-06,0.0385,0.638,164.046,347350.0,4.0
2023-11-03 10:32:00,Sonu Nigam,Main Agar Kahoon,308158,0iXLwnLmLwn9y54JtBTNxY,0.533,0.436,5.0,-7.521,0.0,0.0276,0.234,3.17e-06,0.46,0.371,146.868,308158.0,3.0
2023-11-03 10:38:00,Sonu Nigam,Tanhayee,369546,5HXJV5FjXdfUk3UFBTg8Fe,0.638,0.413,8.0,-10.56,1.0,0.0602,0.104,0.0,0.107,0.145,96.986,369547.0,4.0
2023-11-03 10:45:00,Sonu Nigam,Tumse Milke Dil Ka,359253,1ax8ZuwRVkSdzzsIqyCNWQ,0.853,0.745,9.0,-8.636,0.0,0.109,0.0642,1.87e-06,0.0274,0.882,107.985,359253.0,4.0
2023-11-03 10:51:00,Shankar-Ehsaan-Loy,Tumhi Dekho Naa,347453,2ILhVeTkbDAYEvesCCBsNo,0.525,0.448,2.0,-10.365,0.0,0.0391,0.572,1.51e-05,0.107,0.356,81.131,347453.0,4.0
2023-11-03 10:57:00,A.R. Rahman,Saathiya,357433,78KKYDENYsw6jYfuEZsqJl,0.462,0.457,1.0,-15.251,0.0,0.106,0.186,0.0,0.334,0.535,175.94,357433.0,4.0
2023-11-03 11:02:00,Sonu Nigam,Rehnaa Hai Tere Dil Mein,307373,4ZTLnPlJc4tmZOtpf2sLM9,0.789,0.583,9.0,-10.975,0.0,0.0536,0.285,0.0,0.062,0.885,100.019,307373.0,4.0
2023-11-03 11:08:00,Ajay-Atul,Abhi Mujh Mein Kahin,364786,73y649QhnXdcm6fRdvfraO,0.334,0.387,2.0,-9.483,1.0,0.0332,0.755,3.94e-05,0.113,0.42,129.959,364787.0,1.0
2023-11-03 11:13:00,Raju Singh,Soniyo,328440,4J5OpeZUR2msDPfMsIeGSU,0.637,0.591,9.0,-6.117,1.0,0.0342,0.504,3.29e-06,0.135,0.48,119.956,328440.0,4.0
2023-11-03 11:18:00,Sonu Nigam,Pardesi,304346,5FJY6H7z7pp72iOlpICpIG,0.654,0.759,6.0,-10.161,1.0,0.0389,0.00871,4.36e-06,0.0636,0.672,105.052,304347.0,4.0
2023-11-03 11:23:00,Sonu Nigam,Tu,264760,1ax8ZuwRVkSdzzsIqyCNWQ,0.853,0.745,9.0,-8.636,0.0,0.109,0.0642,1.87e-06,0.0274,0.882,107.985,359253.0,4.0
2023-11-03 11:33:00,Sonu Nigam,Ab Mujhe Raat Din,385253,4y5mqhrI0tdYI4M3EFluxP,0.68,0.524,5.0,-12.536,1.0,0.0306,0.161,0.0015,0.101,0.577,100.054,385253.0,4.0
2023-11-03 11:39:00,Sonu Nigam,Deewana Tera,360760,2bJZCUnAI9Se6MmtQy8Fcv,0.682,0.55,2.0,-11.072,1.0,0.0804,0.454,2.37e-05,0.0693,0.839,104.975,360760.0,4.0
2023-11-03 11:45:00,Sonu Nigam,Is Kadar Pyar Hai Tumse,324813,5rOTik1LSA6A1OPbRRwJdy,0.68,0.416,10.0,-13.201,1.0,0.0348,0.254,0.00459,0.306,0.651,100.056,324813.0,4.0
2023-11-03 11:52:00,Sonu Nigam,Kuchh Tum Socho,396040,4hyEVPlnnKTGltiW5oCy3f,0.682,0.365,5.0,-11.486,1.0,0.0336,0.331,1.85e-06,0.155,0.645,144.995,396040.0,3.0
2023-11-03 20:33:00,Sonu Nigam,Main Hoon Na,361066,0v7rJIwQ2xeB1W19eU5IQS,0.48,0.681,5.0,-8.002,1.0,0.163,0.284,0.0,0.125,0.74,88.003,361067.0,4.0
2023-11-03 20:39:00,Abhijeet,Tumhe Jo Maine Dekha,341146,0pPGUL7171TRGgI6wyP8wP,0.734,0.903,0.0,-3.972,0.0,0.0649,0.432,0.00569,0.2,0.712,102.009,341147.0,4.0
2023-11-03 20:46:00,KK,Chale Jaise Hawaien,324053,3pRF060IEOI5XSQAvONgSt,0.75,0.861,1.0,-11.029,1.0,0.0613,0.0755,0.00586,0.202,0.744,117.593,324053.0,4.0
2023-11-03 20:49:00,Ranjit Barot,Main Hoon Na (Remix),150920,6hioNJYQYPBlSGKWDlvoAD,0.769,0.619,5.0,-9.532,1.0,0.0546,0.004,0.469,0.0856,0.745,102.004,150920.0,4.0
2023-11-03 21:02:00,KK,Ye Fizaein,66933,5o5uVRFdkgldDIDgnxLFBx,0.709,0.701,6.0,-7.334,0.0,0.0398,0.0657,4.95e-05,0.233,0.594,119.982,317320.0,4.0
2023-11-05 06:37:00,Taylor Swift,Vigilante Shit,164801,1xwAWUI6Dj0WGC3KiUPN0O,0.798,0.277,4.0,-11.096,0.0,0.39,0.173,5.25e-05,0.121,0.163,79.846,164801.0,4.0
2023-11-05 06:41:00,Taylor Swift,Blank Space (Taylor's Version),231833,45wMBGri1PORPjM9PwFfrS,0.737,0.725,0.0,-5.417,1.0,0.0641,0.0976,0.0,0.174,0.755,96.012,231833.0,4.0
2023-11-05 06:45:00,Taylor Swift,You Belong With Me (Taylor’s Version),231124,1qrpoAMXodY6895hGKoUpA,0.632,0.773,6.0,-4.856,1.0,0.0346,0.0623,0.0,0.0885,0.474,130.033,231124.0,4.0
2023-11-05 06:50:00,Taylor Swift,champagne problems,244000,0sY6ZUTh4yoctD8VIXz339,0.462,0.24,0.0,-12.077,1.0,0.0377,0.92,0.0,0.113,0.32,171.319,244000.0,4.0
2023-11-05 07:01:00,Taylor Swift,I Knew You Were Trouble (Taylor's Version),103260,6AtZLIzUINvExIUy4QhdjP,0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,219760.0,4.0
2023-11-05 08:53:00,Taylor Swift,Welcome To New York (Taylor's Version),212600,1hR8BSuEqPCCZfv93zzzz9,0.761,0.607,7.0,-4.83,1.0,0.0312,0.00961,2.24e-05,0.367,0.674,116.98,212600.0,4.0
2023-11-05 08:57:00,Taylor Swift,Blank Space (Taylor's Version),231833,45wMBGri1PORPjM9PwFfrS,0.737,0.725,0.0,-5.417,1.0,0.0641,0.0976,0.0,0.174,0.755,96.012,231833.0,4.0
2023-11-05 09:01:00,Taylor Swift,Style (Taylor's Version),231000,1hjRhYpWyqDpPahmSlUTlc,0.575,0.824,2.0,-4.823,1.0,0.038,0.000418,0.0214,0.0901,0.292,94.971,231000.0,4.0
2023-11-05 09:05:00,Taylor Swift,Out Of The Woods (Taylor's Version),235800,045ZeOHPIzhxxsm8bq5kyE,0.547,0.885,0.0,-5.961,1.0,0.0418,0.000512,9.37e-05,0.39,0.192,91.992,235800.0,4.0
2023-11-05 09:08:00,Taylor Swift,All You Had To Do Was Stay (Taylor's Version),193289,6GXgd1BPD9bUpqw5AntGV5,0.586,0.72,0.0,-5.556,1.0,0.035,0.000718,0.0,0.0949,0.481,97.057,193289.0,4.0
2023-11-05 09:12:00,Taylor Swift,Shake It Off (Taylor's Version),219209,3pv7Q5v2dpdefwdWIvE7yH,0.632,0.807,7.0,-5.676,1.0,0.0738,0.0103,1.27e-05,0.29,0.921,160.055,219209.0,4.0
2023-11-05 09:15:00,Taylor Swift,I Wish You Would (Taylor's Version),207650,43y1WpBdnEy5TR9aZoSQL9,0.669,0.851,0.0,-6.526,1.0,0.0432,0.00357,1.04e-05,0.0676,0.541,118.026,207650.0,4.0
2023-11-05 09:19:00,Taylor Swift,Bad Blood (Taylor's Version),211103,64FzgoLZ3oXu2SriZblHic,0.619,0.686,7.0,-6.369,1.0,0.164,0.0385,0.0,0.307,0.364,169.943,211104.0,4.0
2023-11-05 09:22:00,Taylor Swift,Wildest Dreams (Taylor's Version),220433,1K39ty6o1sHwwlZwO6a7wK,0.581,0.672,8.0,-7.415,1.0,0.0739,0.0411,9.35e-05,0.118,0.514,140.061,220433.0,4.0
2023-11-05 09:26:00,Taylor Swift,How You Get The Girl (Taylor's Version),247533,75W3SngKzTuoQ94uLf3y82,0.754,0.682,5.0,-5.789,1.0,0.0565,0.00209,9.88e-06,0.0941,0.547,120.027,247533.0,4.0
2023-11-05 09:30:00,Taylor Swift,This Love (Taylor’s Version),250100,5QVVjX0ZItqlVpEuVCM9Yg,0.474,0.511,1.0,-8.766,0.0,0.0339,0.299,0.0,0.0673,0.0586,144.022,250100.0,4.0
2023-11-05 09:34:00,Taylor Swift,I Know Places (Taylor's Version),195700,2f0GI2ZLUtbGqFx8t2Gk6A,0.575,0.803,0.0,-5.393,1.0,0.0465,0.087,0.0,0.0971,0.68,160.039,195700.0,4.0
2023-11-05 09:38:00,Taylor Swift,Clean (Taylor's Version),271000,2ByBBvpR9b7IynvRmnG7kG,0.771,0.386,4.0,-8.917,1.0,0.0297,0.276,2.01e-05,0.121,0.239,103.96,271000.0,4.0
2023-11-05 09:42:00,Taylor Swift,Wonderland (Taylor's Version),245566,2ve0kuaWUCt4Zx8x4bf1MR,0.462,0.708,3.0,-5.971,1.0,0.0555,0.00933,1.88e-05,0.198,0.337,183.811,245567.0,4.0
2023-11-05 09:47:00,Taylor Swift,You Are In Love (Taylor's Version),267389,4UwqOWDpdeIDVQDuKT6iza,0.537,0.495,9.0,-9.416,1.0,0.0573,0.609,2.49e-06,0.112,0.492,84.948,267389.0,4.0
2023-11-05 09:53:00,Taylor Swift,New Romantics (Taylor's Version),148792,2vPMoMDXxu9uX1igWZmXSG,0.651,0.855,5.0,-5.959,1.0,0.0538,0.0068,9.81e-06,0.0759,0.698,121.98,230178.0,4.0
